4.77802	0.487995	0.26192	0.140712	0.0248265	0.0172906
5.06878	0.506686	0.256875	0.148291	0.0260817	0.0179968
4.99823	0.517074	0.226659	0.144609	0.0241609	0.0163378
4.93283	0.507871	0.246071	0.141709	0.0252705	0.0173132
4.95985	0.499572	0.255932	0.143576	0.0246933	0.0170644
4.84075	0.479102	0.248738	0.137218	0.0240849	0.0166168
5.30669	0.504789	0.239709	0.152179	0.0247457	0.0169687
5.05777	0.486162	0.25715	0.145828	0.0251756	0.017446
5.05253	0.479565	0.264978	0.143775	0.0252284	0.0176335
4.92702	0.503452	0.255918	0.144848	0.025816	0.0177983
4.93827	0.51032	0.252072	0.143174	0.0251195	0.0172189
5.19645	0.466566	0.265886	0.153434	0.0255771	0.0179567
4.93755	0.512288	0.218194	0.14293	0.0239384	0.016024
4.70602	0.466132	0.266492	0.133198	0.0245267	0.0172147
4.99823	0.546089	0.231556	0.142347	0.0246644	0.0165841
5.13976	0.542036	0.247497	0.146273	0.0249818	0.0169998
4.91082	0.492235	0.251238	0.139471	0.0249062	0.0172146
4.96273	0.502478	0.239901	0.141162	0.0249044	0.0169785
4.9952	0.50581	0.250456	0.144156	0.0250503	0.0172422
4.86641	0.469159	0.250397	0.139822	0.0249964	0.017363
4.89601	0.480779	0.257846	0.140104	0.0251011	0.0174402
4.89814	0.487831	0.234981	0.138775	0.0242873	0.0165842
4.85371	0.493181	0.224305	0.142483	0.0244805	0.0165722
4.9707	0.524985	0.222844	0.139839	0.024064	0.0161485
4.99072	0.493184	0.226815	0.141638	0.0244372	0.0165904
4.91131	0.517487	0.25466	0.141348	0.0246547	0.0168856
4.88302	0.529413	0.244935	0.139562	0.0246523	0.0167824
4.94163	0.444929	0.277919	0.139453	0.0248868	0.0177107
5.02983	0.53593	0.247972	0.1477	0.0251495	0.0171413
4.96622	0.49091	0.254369	0.141726	0.0244637	0.0169626
4.83686	0.528059	0.239695	0.140666	0.0245123	0.0166719
4.97316	0.494975	0.266259	0.147111	0.02551	0.0177443
4.96202	0.510868	0.247009	0.145221	0.0252629	0.0173527
4.89282	0.523087	0.252159	0.142681	0.0255669	0.0174582
4.87332	0.510016	0.234797	0.136194	0.0245851	0.01673
4.84615	0.523873	0.242078	0.14181	0.02456	0.0166663
5.06273	0.487275	0.249113	0.146846	0.0251819	0.0173656
4.7206	0.505299	0.258091	0.134221	0.024656	0.0170643
4.84399	0.520021	0.249741	0.134705	0.0251631	0.0172598
5.01796	0.513215	0.249275	0.144502	0.0250278	0.017189
5.04542	0.500063	0.26766	0.146354	0.0254868	0.0177708
4.76432	0.526007	0.238557	0.135492	0.0242537	0.0164867
5.09782	0.54207	0.233373	0.146152	0.0248594	0.0168008
4.86251	0.514906	0.243875	0.137067	0.0244987	0.0167519
4.77776	0.503778	0.263385	0.135365	0.0254729	0.0176651
5.24839	0.519643	0.200151	0.154372	0.0238554	0.0156136
4.94232	0.49907	0.263904	0.142556	0.0254356	0.0177077
5.03051	0.513101	0.259703	0.14107	0.0254792	0.0175967
4.92553	0.481379	0.264688	0.138623	0.024425	0.0170578
4.89811	0.505064	0.261474	0.13559	0.0248342	0.0171822
5.0412	0.489615	0.25632	0.144329	0.0252562	0.0174784
4.94588	0.451895	0.300149	0.140226	0.0262965	0.0188541
4.94418	0.506316	0.252237	0.141445	0.0253659	0.0174786
4.74761	0.484617	0.28101	0.136899	0.0252588	0.017731
4.82938	0.501007	0.252898	0.145275	0.0254857	0.0175619
5.17557	0.549225	0.237732	0.149891	0.024973	0.0169046
4.79585	0.480627	0.253321	0.141055	0.0248684	0.0172282
5.0107	0.490618	0.270691	0.145857	0.0253373	0.0176712
5.06619	0.463994	0.254253	0.14418	0.0247186	0.0172322
4.91604	0.495584	0.273838	0.143013	0.0260104	0.0182093
4.78846	0.488537	0.25603	0.135876	0.0250731	0.0173884
4.90694	0.466521	0.254062	0.144234	0.0250494	0.0174466
4.83854	0.505348	0.275562	0.139238	0.0254938	0.0178198
4.82668	0.479614	0.258793	0.139155	0.0248671	0.0173199
5.01705	0.458684	0.277007	0.143355	0.0252309	0.0178033
5.00309	0.508284	0.25914	0.141574	0.0252502	0.0174761
4.70694	0.536055	0.240222	0.138584	0.0256757	0.0173566
4.77479	0.464371	0.271904	0.139291	0.0256746	0.0180715
4.74498	0.525233	0.227105	0.138483	0.0247807	0.016653
5.0314	0.523433	0.236827	0.140701	0.0241626	0.0163702
4.84949	0.453828	0.278486	0.141475	0.0251808	0.0178253
4.78765	0.498039	0.248549	0.138891	0.0251684	0.0173031
4.9437	0.514467	0.246341	0.141913	0.0252671	0.0172966
5.00512	0.522782	0.248809	0.145107	0.0251213	0.017163
4.91899	0.474618	0.256463	0.140764	0.0246159	0.0171184
4.79482	0.51709	0.264839	0.138379	0.0252809	0.0175303
4.91798	0.469253	0.260507	0.141615	0.025024	0.0174633
4.90571	0.535315	0.245046	0.142209	0.0253915	0.0172906
4.87872	0.450815	0.272045	0.144097	0.0248724	0.017539
5.04496	0.478833	0.268497	0.142939	0.0251628	0.0176148
4.92916	0.522538	0.248435	0.140286	0.0249043	0.0170645
5.28468	0.487142	0.261154	0.153301	0.0256317	0.0178286
4.9682	0.47812	0.251442	0.144009	0.0248769	0.0172612
5.06133	0.523063	0.240896	0.148088	0.0255018	0.0173777
5.01445	0.516361	0.213815	0.146125	0.0245276	0.0163713
5.06372	0.52147	0.265308	0.147843	0.0256111	0.0177592
4.87478	0.517694	0.235384	0.137476	0.0247268	0.0167711
4.95131	0.538346	0.220571	0.142682	0.0244087	0.016225
5.12476	0.502159	0.255896	0.14722	0.024923	0.0172016
4.89794	0.500674	0.256239	0.141711	0.0251779	0.0173684
4.9472	0.507434	0.241023	0.145382	0.0248745	0.0169569
4.861	0.485581	0.252788	0.139062	0.0250549	0.0173376
5.23131	0.556354	0.214061	0.154132	0.0244681	0.016121
4.93883	0.489168	0.258858	0.145058	0.0252997	0.0175424
4.96274	0.475757	0.254522	0.145319	0.0249808	0.0173575
4.70293	0.55332	0.237886	0.135873	0.0247697	0.0166881
4.87733	0.515895	0.250443	0.139846	0.0246152	0.0168965
5.18978	0.488601	0.264463	0.147615	0.0249652	0.0173597
4.96486	0.493206	0.250391	0.138975	0.0242245	0.0167112
4.95568	0.461464	0.281536	0.144001	0.0255607	0.0180489
4.96565	0.51516	0.230303	0.146297	0.0248857	0.0167881
4.6069	0.46005	0.278847	0.133164	0.0256916	0.0181206
4.74451	0.512101	0.247675	0.134753	0.0248264	0.0170542
4.95978	0.536734	0.2295	0.14623	0.0252812	0.0169603
5.05916	0.517648	0.229467	0.145966	0.0249893	0.0168916
4.80602	0.525868	0.238671	0.145331	0.0252825	0.0171483
4.77523	0.500361	0.252277	0.13729	0.0254729	0.0175528
4.73928	0.49739	0.269723	0.135595	0.0250495	0.0174291
5.05427	0.468973	0.292385	0.141833	0.0257524	0.0183249
4.95125	0.500778	0.247721	0.143113	0.0250299	0.0172351
4.9355	0.497974	0.262306	0.139834	0.0247961	0.0172226
5.03999	0.527822	0.239576	0.150826	0.0253346	0.0171904
4.94169	0.509741	0.237807	0.148175	0.0254643	0.0173454
4.97446	0.523146	0.240834	0.140528	0.0242851	0.0165033
4.98026	0.489007	0.249032	0.14251	0.024549	0.0169462
5.23421	0.450942	0.274563	0.152417	0.0257573	0.0181982
4.89049	0.552523	0.214394	0.141258	0.0246899	0.0163535
4.9045	0.522609	0.257313	0.144328	0.0252649	0.0173941
5.15647	0.515304	0.273285	0.146617	0.0257306	0.0179518
