34	60
34	61
34	62
35	59
35	60
35	61
35	62
35	63
35	64
36	60
36	61
36	62
36	63
36	64
36	65
36	66
37	61
37	62
37	63
37	64
37	65
37	66
37	67
38	62
38	63
38	64
38	65
38	66
38	67
38	68
38	69
39	63
39	64
39	65
39	66
39	67
39	68
39	69
39	70
40	66
40	67
40	68
40	69
40	70
40	71
40	72
41	67
41	68
41	69
41	70
41	71
41	72
42	70
42	71
42	72
42	73
43	71
43	72
43	73
